Window,Pattern,Target,Triggers,Wins,Balance,ROI,Stability
8,"[np.int64(9), np.int64(15), np.int64(26)]",3,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(13), np.int64(25), np.int64(30)]",0,173,7,37,21.38728323699422,5/8 (62%)
8,"[np.int64(17), np.int64(19), np.int64(24)]",21,173,7,37,21.38728323699422,6/10 (60%)
8,"[np.int64(3), np.int64(13), np.int64(15)]",22,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(21), np.int64(28), np.int64(30)]",20,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(11), np.int64(16), np.int64(17)]",14,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(4), np.int64(21), np.int64(25)]",18,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(19), np.int64(26), np.int64(33)]",3,173,7,37,21.38728323699422,6/10 (60%)
8,"[np.int64(6), np.int64(23), np.int64(32)]",18,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(2), np.int64(31), np.int64(36)]",8,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(3), np.int64(31), np.int64(33)]",29,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(11), np.int64(16), np.int64(17)]",13,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(17), np.int64(19), np.int64(37)]",3,173,7,37,21.38728323699422,5/8 (62%)
8,"[np.int64(2), np.int64(3), np.int64(37)]",9,173,7,37,21.38728323699422,5/8 (62%)
8,"[np.int64(13), np.int64(34), np.int64(36)]",25,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(2), np.int64(31), np.int64(36)]",7,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(11), np.int64(18), np.int64(33)]",1,173,7,37,21.38728323699422,6/10 (60%)
8,"[np.int64(12), np.int64(14), np.int64(29)]",9,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(19), np.int64(29), np.int64(35)]",32,173,7,37,21.38728323699422,5/8 (62%)
8,"[np.int64(3), np.int64(22), np.int64(23)]",28,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(10), np.int64(35), np.int64(36)]",22,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(9), np.int64(15), np.int64(26)]",1,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(13), np.int64(25), np.int64(30)]",12,173,7,37,21.38728323699422,5/8 (62%)
8,"[np.int64(26), np.int64(31), np.int64(37)]",6,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(21), np.int64(28), np.int64(30)]",0,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(3), np.int64(31), np.int64(33)]",0,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(3), np.int64(18), np.int64(33)]",16,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(20), np.int64(28), np.int64(29)]",1,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(19), np.int64(29), np.int64(35)]",31,173,7,37,21.38728323699422,5/8 (62%)
8,"[np.int64(3), np.int64(31), np.int64(33)]",34,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(4), np.int64(19), np.int64(24)]",15,173,7,37,21.38728323699422,6/10 (60%)
8,"[np.int64(3), np.int64(19), np.int64(26)]",1,173,7,37,21.38728323699422,6/9 (67%)
8,"[np.int64(11), np.int64(18), np.int64(33)]",4,173,7,37,21.38728323699422,6/10 (60%)
8,"[np.int64(17), np.int64(25), np.int64(26)]",11,173,7,37,21.38728323699422,6/10 (60%)
8,"[np.int64(32), np.int64(35)]",30,1237,50,263,21.26111560226354,7/10 (70%)
8,"[np.int64(5), np.int64(11)]",3,866,35,184,21.247113163972287,6/10 (60%)
5,"[np.int64(5), np.int64(15)]",29,396,16,84,21.21212121212121,6/10 (60%)
8,"[np.int64(0), np.int64(10), np.int64(26)]",14,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(4), np.int64(7), np.int64(37)]",15,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(9), np.int64(26), np.int64(31)]",37,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(1), np.int64(21), np.int64(23)]",2,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(2), np.int64(6), np.int64(20)]",18,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(2), np.int64(6), np.int64(20)]",8,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(0), np.int64(10), np.int64(26)]",34,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(11), np.int64(26), np.int64(32)]",4,198,8,42,21.21212121212121,7/10 (70%)
8,"[np.int64(11), np.int64(30), np.int64(35)]",14,198,8,42,21.21212121212121,7/10 (70%)
8,"[np.int64(11), np.int64(30), np.int64(35)]",6,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(17), np.int64(30), np.int64(31)]",8,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(2), np.int64(28), np.int64(33)]",4,198,8,42,21.21212121212121,7/9 (78%)
8,"[np.int64(12), np.int64(17), np.int64(35)]",7,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(10), np.int64(13), np.int64(24)]",2,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(26), np.int64(29), np.int64(31)]",21,198,8,42,21.21212121212121,7/9 (78%)
8,"[np.int64(2), np.int64(28), np.int64(33)]",18,198,8,42,21.21212121212121,7/9 (78%)
8,"[np.int64(2), np.int64(28), np.int64(33)]",11,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(6), np.int64(14), np.int64(23)]",12,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(9), np.int64(20), np.int64(30)]",17,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(1), np.int64(18), np.int64(26)]",4,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(8), np.int64(23), np.int64(31)]",17,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(21), np.int64(32), np.int64(36)]",7,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(11), np.int64(26), np.int64(32)]",18,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(0), np.int64(9), np.int64(17)]",34,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(12), np.int64(28), np.int64(29)]",4,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(20), np.int64(24), np.int64(32)]",21,198,8,42,21.21212121212121,6/8 (75%)
8,"[np.int64(13), np.int64(24), np.int64(37)]",20,198,8,42,21.21212121212121,7/9 (78%)
8,"[np.int64(6), np.int64(14), np.int64(23)]",22,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(21), np.int64(32), np.int64(36)]",13,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(17), np.int64(30), np.int64(31)]",21,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(20), np.int64(23), np.int64(24)]",11,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(8), np.int64(10), np.int64(15)]",18,198,8,42,21.21212121212121,5/8 (62%)
8,"[np.int64(29), np.int64(30), np.int64(33)]",36,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(0), np.int64(5), np.int64(22)]",5,198,8,42,21.21212121212121,6/8 (75%)
8,"[np.int64(9), np.int64(24), np.int64(31)]",17,198,8,42,21.21212121212121,6/10 (60%)
8,"[np.int64(3), np.int64(10), np.int64(33)]",0,198,8,42,21.21212121212121,6/9 (67%)
8,"[np.int64(5), np.int64(30), np.int64(32)]",15,198,8,42,21.21212121212121,5/8 (62%)
8,"[np.int64(5), np.int64(30), np.int64(32)]",31,198,8,42,21.21212121212121,6/8 (75%)
8,"[np.int64(4), np.int64(23)]",31,1040,42,220,21.153846153846153,7/10 (70%)
5,"[np.int64(10), np.int64(14)]",0,421,17,89,21.140142517814727,7/9 (78%)
5,"[np.int64(10), np.int64(15)]",8,421,17,89,21.140142517814727,6/9 (67%)
5,"[np.int64(16), np.int64(26)]",15,421,17,89,21.140142517814727,7/9 (78%)
8,"[np.int64(14), np.int64(33)]",0,991,40,209,21.089808274470233,6/10 (60%)
5,"[np.int64(1), np.int64(18)]",31,446,18,94,21.076233183856502,7/10 (70%)
8,"[np.int64(2), np.int64(12)]",6,892,36,188,21.076233183856502,7/10 (70%)
8,"[np.int64(9), np.int64(21), np.int64(23)]",15,223,9,47,21.076233183856502,6/9 (67%)
8,"[np.int64(1), np.int64(7), np.int64(17)]",11,223,9,47,21.076233183856502,8/10 (80%)
8,"[np.int64(0), np.int64(8), np.int64(12)]",3,223,9,47,21.076233183856502,6/10 (60%)
8,"[np.int64(0), np.int64(1), np.int64(32)]",13,223,9,47,21.076233183856502,6/9 (67%)
8,"[np.int64(2), np.int64(24), np.int64(33)]",23,223,9,47,21.076233183856502,6/10 (60%)
8,"[np.int64(9), np.int64(21), np.int64(23)]",34,223,9,47,21.076233183856502,6/9 (67%)
8,"[np.int64(3), np.int64(13), np.int64(22)]",24,223,9,47,21.076233183856502,6/9 (67%)
8,"[np.int64(1), np.int64(4), np.int64(5)]",3,223,9,47,21.076233183856502,6/9 (67%)
8,"[np.int64(1), np.int64(18), np.int64(31)]",23,223,9,47,21.076233183856502,6/9 (67%)
8,"[np.int64(2), np.int64(24), np.int64(33)]",30,223,9,47,21.076233183856502,6/10 (60%)
8,"[np.int64(9), np.int64(16), np.int64(21)]",25,223,9,47,21.076233183856502,7/9 (78%)
8,"[np.int64(2), np.int64(24), np.int64(33)]",29,223,9,47,21.076233183856502,6/10 (60%)
8,"[np.int64(19), np.int64(20)]",25,1016,41,214,21.062992125984252,7/10 (70%)
5,"[np.int64(18), np.int64(28)]",19,347,14,73,21.037463976945244,6/9 (67%)
5,"[np.int64(1), np.int64(11)]",32,347,14,73,21.037463976945244,6/10 (60%)
5,"[np.int64(18), np.int64(28)]",31,347,14,73,21.037463976945244,6/9 (67%)
5,"[np.int64(19), np.int64(23)]",22,471,19,99,21.019108280254777,6/10 (60%)
5,"[np.int64(3), np.int64(18)]",29,471,19,99,21.019108280254777,6/9 (67%)
8,"[np.int64(9), np.int64(16), np.int64(33)]",34,124,5,26,20.967741935483872,5/8 (62%)
8,"[np.int64(12), np.int64(13), np.int64(29)]",37,124,5,26,20.967741935483872,5/8 (62%)
8,"[np.int64(12), np.int64(13), np.int64(29)]",29,124,5,26,20.967741935483872,5/8 (62%)
8,"[np.int64(4), np.int64(17), np.int64(22)]",29,124,5,26,20.967741935483872,5/8 (62%)
8,"[np.int64(1), np.int64(9), np.int64(31)]",15,248,10,52,20.967741935483872,6/9 (67%)
8,"[np.int64(2), np.int64(13)]",20,1042,42,218,20.92130518234165,6/10 (60%)
5,"[np.int64(3), np.int64(15)]",1,397,16,83,20.906801007556673,6/9 (67%)
5,"[np.int64(22), np.int64(36)]",31,397,16,83,20.906801007556673,6/10 (60%)
5,"[np.int64(17), np.int64(18)]",20,397,16,83,20.906801007556673,6/10 (60%)
5,"[np.int64(27), np.int64(35)]",32,397,16,83,20.906801007556673,6/10 (60%)
5,"[np.int64(17), np.int64(18)]",12,397,16,83,20.906801007556673,6/10 (60%)
8,"[np.int64(27), np.int64(31)]",3,794,32,166,20.906801007556673,7/10 (70%)
8,"[np.int64(30), np.int64(31), np.int64(35)]",34,273,11,57,20.87912087912088,6/10 (60%)
8,"[np.int64(11), np.int64(24)]",21,1117,45,233,20.859444941808416,6/10 (60%)
8,"[np.int64(13), np.int64(30)]",0,1142,46,238,20.84063047285464,8/10 (80%)
3,"[np.int64(6), np.int64(16)]",25,149,6,31,20.80536912751678,6/9 (67%)
3,"[np.int64(15), np.int64(26)]",13,149,6,31,20.80536912751678,6/10 (60%)
3,"[np.int64(0), np.int64(14)]",29,149,6,31,20.80536912751678,6/10 (60%)
3,"[np.int64(6), np.int64(18)]",25,149,6,31,20.80536912751678,6/10 (60%)
3,"[np.int64(6), np.int64(18)]",17,149,6,31,20.80536912751678,6/10 (60%)
5,"[np.int64(6), np.int64(32)]",19,447,18,93,20.80536912751678,6/9 (67%)
5,"[np.int64(2), np.int64(27)]",19,298,12,62,20.80536912751678,6/10 (60%)
5,"[np.int64(15), np.int64(28)]",12,447,18,93,20.80536912751678,6/9 (67%)
8,"[np.int64(10), np.int64(26), np.int64(37)]",9,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(20), np.int64(25), np.int64(27)]",22,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(14), np.int64(15), np.int64(36)]",4,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(9), np.int64(25), np.int64(35)]",30,149,6,31,20.80536912751678,6/10 (60%)
8,"[np.int64(1), np.int64(2), np.int64(10)]",15,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(4), np.int64(25), np.int64(34)]",3,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(4), np.int64(5)]",15,1043,42,217,20.80536912751678,6/10 (60%)
8,"[np.int64(2), np.int64(11), np.int64(18)]",32,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(2), np.int64(11), np.int64(18)]",26,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(7), np.int64(13), np.int64(28)]",26,149,6,31,20.80536912751678,5/8 (62%)
8,"[np.int64(7), np.int64(13), np.int64(28)]",1,149,6,31,20.80536912751678,5/8 (62%)
8,"[np.int64(5), np.int64(7), np.int64(34)]",29,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(9), np.int64(21), np.int64(25)]",32,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(7), np.int64(13), np.int64(28)]",37,149,6,31,20.80536912751678,5/8 (62%)
8,"[np.int64(2), np.int64(11), np.int64(18)]",1,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(0), np.int64(4), np.int64(19)]",10,149,6,31,20.80536912751678,5/8 (62%)
8,"[np.int64(1), np.int64(2), np.int64(10)]",34,149,6,31,20.80536912751678,6/9 (67%)
8,"[np.int64(7), np.int64(13), np.int64(28)]",35,149,6,31,20.80536912751678,5/8 (62%)
8,"[np.int64(10), np.int64(14), np.int64(26)]",0,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(10), np.int64(14), np.int64(26)]",12,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(6), np.int64(21), np.int64(35)]",21,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(13), np.int64(24), np.int64(32)]",15,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(16), np.int64(21), np.int64(26)]",10,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(12), np.int64(19), np.int64(25)]",20,174,7,36,20.689655172413794,5/8 (62%)
8,"[np.int64(5), np.int64(24), np.int64(25)]",6,174,7,36,20.689655172413794,7/9 (78%)
8,"[np.int64(9), np.int64(19), np.int64(25)]",17,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(9), np.int64(16), np.int64(29)]",3,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(4), np.int64(9), np.int64(26)]",12,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(0), np.int64(9), np.int64(27)]",35,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(7), np.int64(21), np.int64(27)]",18,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(5), np.int64(11), np.int64(16)]",28,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(6), np.int64(21), np.int64(35)]",23,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(13), np.int64(32), np.int64(37)]",12,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(8), np.int64(14), np.int64(30)]",35,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(3), np.int64(5), np.int64(20)]",27,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(1), np.int64(23), np.int64(36)]",14,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(3), np.int64(5), np.int64(20)]",30,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(3), np.int64(5), np.int64(20)]",12,174,7,36,20.689655172413794,7/9 (78%)
8,"[np.int64(3), np.int64(5), np.int64(20)]",19,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(5), np.int64(30), np.int64(34)]",29,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(8), np.int64(14), np.int64(15)]",27,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(0), np.int64(1), np.int64(4)]",35,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(0), np.int64(1), np.int64(4)]",34,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(5), np.int64(30), np.int64(34)]",22,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(5), np.int64(30), np.int64(34)]",16,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(0), np.int64(1), np.int64(4)]",26,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(12), np.int64(29), np.int64(34)]",10,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(13), np.int64(23), np.int64(29)]",0,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(3), np.int64(5), np.int64(20)]",18,174,7,36,20.689655172413794,7/9 (78%)
8,"[np.int64(2), np.int64(13), np.int64(21)]",0,174,7,36,20.689655172413794,7/9 (78%)
8,"[np.int64(8), np.int64(12), np.int64(32)]",33,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(4), np.int64(5), np.int64(35)]",28,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(9), np.int64(13), np.int64(35)]",22,174,7,36,20.689655172413794,6/9 (67%)
8,"[np.int64(4), np.int64(5), np.int64(35)]",15,174,7,36,20.689655172413794,6/10 (60%)
8,"[np.int64(5), np.int64(24), np.int64(25)]",0,174,7,36,20.689655172413794,6/9 (67%)
5,"[np.int64(7), np.int64(17)]",15,373,15,77,20.64343163538874,7/10 (70%)
5,"[np.int64(3), np.int64(33)]",0,398,16,82,20.603015075376884,6/9 (67%)
5,"[np.int64(2), np.int64(17)]",6,398,16,82,20.603015075376884,6/10 (60%)
5,"[np.int64(19), np.int64(33)]",27,398,16,82,20.603015075376884,7/10 (70%)
8,"[np.int64(1), np.int64(12), np.int64(13)]",8,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(13), np.int64(17), np.int64(37)]",8,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(21), np.int64(26), np.int64(34)]",31,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(0), np.int64(7), np.int64(29)]",33,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(4), np.int64(13), np.int64(33)]",8,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(25), np.int64(32), np.int64(34)]",5,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(10), np.int64(13), np.int64(28)]",33,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(6), np.int64(16), np.int64(32)]",10,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(7), np.int64(22), np.int64(28)]",34,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(7), np.int64(22), np.int64(28)]",3,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(0), np.int64(1), np.int64(25)]",26,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(4), np.int64(23), np.int64(33)]",3,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(0), np.int64(1), np.int64(25)]",23,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(6), np.int64(9), np.int64(16)]",21,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(6), np.int64(9), np.int64(16)]",7,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(3), np.int64(30), np.int64(32)]",22,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(4), np.int64(23), np.int64(33)]",27,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(0), np.int64(5), np.int64(37)]",2,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(6), np.int64(13), np.int64(34)]",15,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(24), np.int64(28), np.int64(33)]",1,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(8), np.int64(15), np.int64(23)]",3,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(13), np.int64(35), np.int64(37)]",7,199,8,41,20.603015075376884,7/9 (78%)
8,"[np.int64(12), np.int64(28), np.int64(33)]",22,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(13), np.int64(35), np.int64(37)]",15,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(5), np.int64(19), np.int64(33)]",4,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(11), np.int64(13), np.int64(28)]",22,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(3), np.int64(30), np.int64(32)]",13,199,8,41,20.603015075376884,7/9 (78%)
8,"[np.int64(3), np.int64(30), np.int64(32)]",21,199,8,41,20.603015075376884,6/9 (67%)
8,"[np.int64(0), np.int64(11), np.int64(17)]",33,199,8,41,20.603015075376884,6/10 (60%)
8,"[np.int64(15), np.int64(23), np.int64(28)]",10,199,8,41,20.603015075376884,7/9 (78%)
8,"[np.int64(3), np.int64(20), np.int64(29)]",1,199,8,41,20.603015075376884,5/8 (62%)
8,"[np.int64(9), np.int64(14)]",1,1020,41,210,20.588235294117645,6/9 (67%)
5,"[np.int64(13), np.int64(28)]",26,423,17,87,20.56737588652482,6/9 (67%)
8,"[np.int64(0), np.int64(29)]",24,1319,53,271,20.54586808188021,6/10 (60%)
5,"[np.int64(10), np.int64(26)]",14,448,18,92,20.535714285714285,6/9 (67%)
5,"[np.int64(10), np.int64(26)]",32,448,18,92,20.535714285714285,6/9 (67%)
8,"[np.int64(1), np.int64(2), np.int64(31)]",29,224,9,46,20.535714285714285,6/10 (60%)
8,"[np.int64(15), np.int64(31), np.int64(34)]",35,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(10), np.int64(15), np.int64(22)]",12,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(10), np.int64(15), np.int64(22)]",13,224,9,46,20.535714285714285,7/9 (78%)
8,"[np.int64(1), np.int64(6), np.int64(26)]",27,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(26), np.int64(35), np.int64(37)]",33,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(13), np.int64(17), np.int64(29)]",33,224,9,46,20.535714285714285,6/10 (60%)
8,"[np.int64(15), np.int64(20), np.int64(35)]",37,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(13), np.int64(20), np.int64(35)]",5,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(2), np.int64(23), np.int64(29)]",19,224,9,46,20.535714285714285,6/10 (60%)
8,"[np.int64(0), np.int64(32), np.int64(35)]",28,224,9,46,20.535714285714285,6/10 (60%)
8,"[np.int64(0), np.int64(13), np.int64(30)]",10,224,9,46,20.535714285714285,6/10 (60%)
8,"[np.int64(0), np.int64(8), np.int64(10)]",3,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(14), np.int64(30), np.int64(32)]",16,224,9,46,20.535714285714285,5/8 (62%)
8,"[np.int64(7), np.int64(18), np.int64(31)]",1,224,9,46,20.535714285714285,6/9 (67%)
8,"[np.int64(14), np.int64(30), np.int64(32)]",12,224,9,46,20.535714285714285,5/8 (62%)
8,"[np.int64(0), np.int64(31), np.int64(36)]",4,249,10,51,20.481927710843372,6/9 (67%)
8,"[np.int64(22), np.int64(26), np.int64(35)]",32,249,10,51,20.481927710843372,7/9 (78%)
8,"[np.int64(22), np.int64(26), np.int64(35)]",25,249,10,51,20.481927710843372,7/9 (78%)
8,"[np.int64(1), np.int64(13), np.int64(17)]",7,249,10,51,20.481927710843372,6/9 (67%)
8,"[np.int64(11), np.int64(13), np.int64(35)]",28,249,10,51,20.481927710843372,6/9 (67%)
8,"[np.int64(0), np.int64(11), np.int64(32)]",12,249,10,51,20.481927710843372,6/9 (67%)
8,"[np.int64(26), np.int64(36)]",10,897,36,183,20.401337792642142,8/10 (80%)
5,"[np.int64(27), np.int64(28)]",22,324,13,66,20.37037037037037,6/9 (67%)
5,"[np.int64(9), np.int64(14)]",32,349,14,71,20.34383954154728,6/9 (67%)
8,"[np.int64(18), np.int64(22)]",1,1072,43,218,20.33582089552239,8/10 (80%)
8,"[np.int64(12), np.int64(34)]",0,1097,44,223,20.3281677301732,7/10 (70%)
5,"[np.int64(20), np.int64(21)]",1,374,15,76,20.32085561497326,6/10 (60%)
5,"[np.int64(13), np.int64(27)]",16,374,15,76,20.32085561497326,6/10 (60%)
5,"[np.int64(18), np.int64(20)]",24,374,15,76,20.32085561497326,6/10 (60%)
8,"[np.int64(0), np.int64(37)]",34,1122,45,228,20.32085561497326,7/10 (70%)
5,"[np.int64(13), np.int64(20)]",17,424,17,86,20.28301886792453,6/9 (67%)
5,"[np.int64(5), np.int64(13)]",26,424,17,86,20.28301886792453,6/9 (67%)
8,"[np.int64(27), np.int64(36)]",19,848,34,172,20.28301886792453,7/10 (70%)
5,"[np.int64(12), np.int64(32)]",17,449,18,91,20.26726057906459,7/10 (70%)
5,"[np.int64(31), np.int64(33)]",9,449,18,91,20.26726057906459,6/10 (60%)
5,"[np.int64(23), np.int64(25)]",7,449,18,91,20.26726057906459,6/9 (67%)
5,"[np.int64(32), np.int64(34)]",30,474,19,96,20.253164556962027,6/10 (60%)
8,"[np.int64(13), np.int64(29)]",20,1074,43,216,20.11173184357542,7/10 (70%)
8,"[np.int64(7), np.int64(19)]",16,1149,46,231,20.10443864229765,6/10 (60%)
8,"[np.int64(15), np.int64(35)]",32,1274,51,256,20.09419152276295,6/10 (60%)
3,"[np.int64(19), np.int64(32)]",30,175,7,35,20.0,6/9 (67%)
5,"[np.int64(0), np.int64(10)]",2,475,19,95,20.0,6/9 (67%)
5,"[np.int64(2), np.int64(9)]",23,425,17,85,20.0,7/9 (78%)
5,"[np.int64(22), np.int64(28)]",10,450,18,90,20.0,6/9 (67%)
5,"[np.int64(15), np.int64(22)]",6,475,19,95,20.0,6/9 (67%)
5,"[np.int64(1), np.int64(14)]",17,450,18,90,20.0,6/9 (67%)
5,"[np.int64(7), np.int64(24)]",32,350,14,70,20.0,6/10 (60%)
8,"[np.int64(1), np.int64(29), np.int64(31)]",24,225,9,45,20.0,6/9 (67%)
8,"[np.int64(25), np.int64(26), np.int64(35)]",10,150,6,30,20.0,6/10 (60%)
8,"[np.int64(1), np.int64(10), np.int64(33)]",20,175,7,35,20.0,6/9 (67%)
8,"[np.int64(1), np.int64(10), np.int64(33)]",35,175,7,35,20.0,6/9 (67%)
8,"[np.int64(16), np.int64(22), np.int64(30)]",10,250,10,50,20.0,6/9 (67%)
8,"[np.int64(1), np.int64(12), np.int64(27)]",33,175,7,35,20.0,6/9 (67%)
8,"[np.int64(1), np.int64(12), np.int64(27)]",28,175,7,35,20.0,6/9 (67%)
8,"[np.int64(16), np.int64(29), np.int64(31)]",20,175,7,35,20.0,6/9 (67%)
8,"[np.int64(5), np.int64(14), np.int64(19)]",9,175,7,35,20.0,6/9 (67%)
8,"[np.int64(4), np.int64(33), np.int64(36)]",5,175,7,35,20.0,6/10 (60%)
8,"[np.int64(19), np.int64(20), np.int64(36)]",7,175,7,35,20.0,6/10 (60%)
8,"[np.int64(2), np.int64(14), np.int64(27)]",25,125,5,25,20.0,5/8 (62%)
8,"[np.int64(4), np.int64(15), np.int64(30)]",33,175,7,35,20.0,6/9 (67%)
